0|731087140684222000|PauloMike4| Já não tenho certeza de nada na vida|PT0627
0|731078982498652000|RafaelaaSsousaa| Sempre que venho às aulas de economia arrependo-me|PT0304
0|731078325406289000|TSFRadio| #Internacional Incêndio provoca nuvem tóxica perto de Madrid https://t.co/x3A0JlS9fz Em https://t.co/MDmhqgtnSp https://t.co/t9Nzfo4FIm|PT0283
0|731113892773044000|dama_musubiaa| estão algures a falar mal de mim|PT1893
0|731086251332411000|wahwahwahh| Estava um tempo tão estranho hoje e estou c um pressentimento tão mal|PT0576
0|731109449662922000|_dassy_| a carapuça serviu me porque sou feia lol|PT1680
0|731102605913493000|gaabychristinaa| Depois que nós pega nojo já era.. ????|PT1300
0|731091255829118000|CatiaFilipaaa| Era para ir ao marques mas o batizado não me permite , vou chorar ??????|PT0776
0|731113246711746000|jfabarata| Eu com ciumes sou fdd|PT1857
0|731104100759306000|NeloOliveiira| @1fuckinglife fiquei burro foi com a eliminação dos spurs|PT1382
0|731081565644701000|joanagraa16| claro que uma sexta-feira 13 tinha de dar merda, nunca podia correr bem|PT0410
0|731096768415436000|Guterres___| Anita esses favs foram um pitz estranhos ??|PT1011
0|731110776006660000|neneis23| Ninguém entende o meu amor por tartarugas|PT1741
0|731072332379328000|katarinasssilva| Estou farta fartinha|PT0047
0|731109295698378000|a_beijoqueirab| Filme mais secante , porra|PT1668
0|731073855645716000|OlaSouALara| @DreadEuSouConde estúpido ??|PT0105
0|731081787292680000|lawIeysmgc| tenho tantas saudades de ver o enzo a jogar no benfica :(|PT0421
0|731085981072404000|diogobatalha| @kleberalves Nao sei se vc notou. O candidato derrotado esta no governo e a eleita nao esta. Golpe o nome disso. https://t.co/0U1MFI2aRi|PT0569
0|731096317951381000|AnaCaro001| O homem é doido...|PT0981
0|731105042338615000|Ze_zi_to| Tanto faz não me importo mais|PT1437
0|731110681290911000|Leopardo_77| Quem falar cmg hj habilita se a levar com o meu mau humor|PT1737
0|731110972379828000|xfxinasssx| Queixam-se para crlh que nunca acontece nada no Montijo, depois quando acontece ninguém quer saber lmao|PT1748
0|731112568899706000|rituxa02| tenho bue medo dessas cenas, aposto que nem ia ter coragem|PT1822
0|731112375760343000|BTS_danca_BR| Falta 20 minutos e tou sem fone ngm merece #????? #BTS|PT1810
0|731078361750089000|bitch_shut_up18| Estou tao farto desta turminha estúpida|PT0286
0|731115286930329000|Hemsworth_Carol| merda de dia|PT1956
0|731105289177604000|vpcdrd| Mete-me um nojo o psicólogo da escola|PT1453
0|731111301003530000|Leopardo_77| Tou farto de amigas , eu quero é bitches ??????|PT1758
0|731111771298234000|vnunesvicente| Os spurs estavam fodidos neste jogo Ahahaha https://t.co/3L2XITbpaQ|PT1788
0|731111718903021000|martokax_93| Hoje tou bastante ansiosa pela chamada do #Encontro|PT1783
0|731081946042904000|ASPFranciscoo| Sinceramente não sei o que é pior, se é não sentir absolutamente nada ou se é sentir dor|PT0432
0|731086520757694000|carolinag002| Estão sempre a pôr-me em confusões por tudo e por nada, é impressionante.|PT0594
0|731108613616439000|ataoputos| 10 vezes a mesma pergunta , isto assim nao tem piada ://|PT1624
0|731102044430438000|taekoopat| #BTS #????? incrível como a Bing consegue ser mais inútil que eu|PT1261
0|731098653973221000|ricmlm| Temer s/ministras, Inqualificável.|PT1082
0|731103864934567000|mamaiaf| O teste correu-me tão mal mas tão mal que eu até estou mal disposta|PT1371
0|731086478160351000|o_tal_dread| @sofia_grade senao tb ficas gorda como o crl ??|PT0591
0|731082460084178000|TimoteoRiiico| Vou maze desligar os dados ja não tenho bateria nenhuma|PT0451
0|731107642257620000|DJuninho312| Eu já não tou a aguentar as dores mano, cada vez que me mexo parece que me espetam uma faca e eu fico logo sem ar|PT1566
0|731086639175438000|carolinag002| Quero que chegue o final do 9º ano para poder bazar daquela merda de escola e conhecer pessoas novas.|PT0602
0|731099759155548000|bruninhoskill| Ultimamente tenho me estressado demais.|PT1128
0|731113595837292000|joanaxgoncalves| Não gosto nada quando reparam em mim|PT1881
0|731087888817983000|tiago_fredo| Se logo não dormir logo vou andar morto xd|PT0658
0|731071955336593000|classyxbitches| Eu preocupo me c o efeito que as minhas escolhas vão ter nas pessoas q amo e que não quero magoar de maneira nenhuma|PT0031
0|731092072694992000|Catybepositive9| Para piorar lgo comida na minha tl ????|PT0815
0|731092964336865000|tasabrincarouq| Estou farta dos Lusiadas fdss|PT0853
0|731082790909923000|2fancy4kids| @Neca_3 tu és otario ahahahah agora a sério o que disseste ?|PT0463
0|731085105473687000|classyxbitches| Tenho 3 caixas em casa e n como deixo p minha irmã pq n gosto https://t.co/K218fhWaIc|PT0538
0|731088285204926000|2fancy4kids| Estava quase a trepar paredes neste hospital|PT0682
0|731073652960198000|AqueleDistraido| Tivemos futebol na aula de física.... detesto futebol!!!!.....|PT0095
0|731108618607730000|Rodrigo31840253| @pedro_m_paiva Sem dúvida, mas a qualidade do futebol deixa a desejar.|PT1625
0|731081241248825000|Inesmag16| doi-me o dente f-se !|PT0396
0|731094350420185000|Nelinho_8| mete se a gozar, qualquer dia corre lhe mal e leva na boca|PT0915
0|731109560124092000|mruiandre| Mais um truque manipulador do @observadorpt https://t.co/mp0knoLEnv|PT1691
0|731098586067406000|Mipa1898| E depois vou ficar sem net que tristeza|PT1078
0|731088014156431000|lotaaaaaa| @lotaaaaaa depois de os encontrar não tivemos aula, fui p colégio de propósito para nada|PT0665
0|731092874876624000|kief_up| Então seus merdas|PT0849
0|731111495673729000|eusoucampeao| @ultratmr Que grande palhaçada isto, so falta venderem bilhetes|PT1774
0|731076208125984000|leonorcml| Caraças a minha casa deve tar possuída crl|PT0193
0|731100389798494000|djuuviiegas| Fds, vou mudar mesmo para tds|PT1165
0|731113849143889000|LuanaYehet| #????? #BTS @BTS_twt eu não sei o que fazer mais para esta porra subir, parece que mais ninguém está a fazer|PT1890
0|731088049455673000|__agostinho__| #np NGA - Amor é uma merda ??|PT0668
0|731090583394131000|effyskies| @WiniSays lool parece estranho não é ??|PT0750
0|731093036621545000|kief_up| Hj acordei mm mal disposto|PT0859
0|731110695069159000|BryandeBrito_04| Esses parolos que andam aí ''vivó Benfica'', não se calam e nem sabem quem joga no clube deles sequer|PT1738
0|731102491073466000|pereira_BADI| Vim hj a escola e tenho teste -.-|PT1288
0|731076308424331000|gostodedoces| Ah não sei, estou cheia de fomee ??|PT0199
0|731107363650994000|nvm_batatz| Sempre fui muito imaturo|PT1549
0|731089670927421000|whoishay| pessoas com calções e eu aqui a morrer de frio|PT0722
0|731079781412950000|catiaribeiro08| Agora está a sentir o que eu senti e não é coisa fácil, sinto me mm em baixo por isto estar a acontecer|PT0326
0|731086002610180000|just_me_Mons| teste de mat tão fácil e não fiz nada ??????|PT0570
0|731089105417842000|milenesoeiro1| vá crl nunca mais sou atendida|PT0703
0|731098519709339000|Vikinga1902| Amanhã, mt provavelmente, n poderei ver o último jogo do Real... Os jogos da La Liga n podiam ser + tarde, amanhã? fds|PT1074
0|731094960540401000|HowToBeDiva| Não adianta criarem tempestades num copo de água|PT0935
0|731097172297535000|gaabychristinaa| Se te traiu, nunca te amou.. ????|PT1022
0|731097587026149000|CortsCortes1| Acabei triste|PT1035
0|731115407336177000|Hemsworth_Carol| merda de teste|PT1961
0|731107013988618000|vpcdrd| Ca puta de nervos|PT1529
0|731096858832080000|nightangels30| MUITA FOMMEEEEEE #?????|PT1015
0|731109919554949000|souatiz| O meu irmão virou se e perguntou se namorava com alguém!!! HAHAHAH tou fodida|PT1708
0|731104718005637000|Cacaudtv| Demonstras tanto desinteresse|PT1421
0|731115416035168000|CiscoORei| @therealdiogo08 ya, mete muito nojo, chego lá e diz que não dá para carregar o ultimo jogo fds|PT1963
0|731099928341139000|djuuviiegas| Tou me a sentir mesmo bué mal|PT1138
0|731088995606777000|AA_Orgulhosa| E quando tas no Mac da baixa e aparece uma barata e vai para o pé da tua amiga e ela nem sente nada ?????? ca nojo ????|PT0699
0|731076218120863000|JFDsoares| Sexta feira 13 para mim é mm merda, tudo me corre mal prtt idgaf|PT0195
0|731078341437100000|martalopes_7| Acordei cedo e não devia ter voltado a dormir :/|PT0284
0|731107930351804000|IneesFaniica| Ontem foi a missa da minha avó, eu gostava de ter ido mas n consegui...|PT1589
0|731071512304832000|19ivoteixeira98| só não gosto que andei a bater papos nela, tira me do serio, o que é meu é meu!! ??|PT0005
0|731092393102061000|joaobigi| Quando até na CESPU a comida da cantina é má e tu decides vir engordar para o bar... #almoco @… https://t.co/6KnyoG3Kdu|PT0829
0|731113562018611000|gabieagle7| juro que me apetecia faltar a estas aulas ate as 18:20, Q-U-E S-E-C-A|PT1878
0|731096273248522000|MarianaLeal2531| Mau humor https://t.co/8qLWQHuMnY|PT0979
0|731098121615200000|colaco1412| Dias cinzentos|PT1054
0|731114732887916000|maryana1075| Fodasse meu ?????? https://t.co/UIoQ9w8Efq|PT1942
0|731107994050691000|chicomatuz| N ando a dormir ponta de crl, adormeço às 3hbe acordo às 7h e tal e n csg dormir mais|PT1594
0|731089636949405000|mamaserabos| Como a minha mãe não gosta de MC não fomos lá almoçar, mas vamos lá comer um geladinho|PT0720
0|731086223893139000|DaniloSramiro| Rs se fudeu fdp kk ia manda ontem anoite #TEXUGO mas acavei… https://t.co/iZicXXV1WI|PT0574
0|731080672140464000|afonsosilva25| Eu não estou chateado simplesmente quero tentar afastar para esquecer, pode parecer ridículo mas yha|PT0367
0|731082218257387000|AnairCorreia| Sem vontade para nada|PT0441
0|731074345573961000|carolsabatista| Bastou-me uma fdp de uma noite em Coimbra para querer fazer merda. Ainda bem que não fiquei lá mais tempo.|PT0119
0|731101971218894000|ana_rita_sd| Fico fudida com isto|PT1252
0|731099278874161000|joaninha_leao| O novo presidente do Brasil tem cara de vilão da Disney. Capaz de mandar nos irmaos metralha. Just saying. #butthatsnoneofmybusiness|PT1109
0|731080255553835000|diogobatalha| Número de politicos q viram ministros pra ganhar foro privilegiado: Temer 7 x 1 Dilma O Brasil é um país cabalístico.|PT0351
0|731101889337626000|ana_rita_sd| Quando dizem que guns é uma merda|PT1244
0|731099975409672000|BritishGirlJC| @WascPrince vem para quando esta merda deste tempo tiver fixe irmos a praia, va arrancaaaaaa|PT1141
0|731082965351075000|Eloicardoso| Detesto mas tem de ser feito|PT0472
0|731080847126867000|laura_tommo91| que saudades de ir ao Dragão!|PT0377
0|731093530559557000|AnaCaro001| Que merda de teste, Fds!|PT0878
0|731105204058378000|GingerNoseYT| Tenho impressao que voces tiram uma rifa todos os dias para saberem de quem é a cabeça que vão foder e hoje foi a minha!|PT1448
0|731101229871448000|djuuviiegas| Tou tao farta desta gente, nunca mais vejo a hora de sair dali|PT1212
0|731098490890297000|ya_putos| Estou podre Fdc|PT1071
0|731099275363549000|sobiancasf| Jr q hj ñ é um bom dia p me tirarem a paciência|PT1108
0|731077738786881000|pipaalexandra18| Ninguém percebe, nem vale o mínimo esforço|PT0264
0|731071602423681000|sweetabortion| Estou sem paciência não tenho tempo já estou com álcool na cabeça e tou meio lento|PT0012
0|731088798193483000|mafalda_blanco| Odeio quando as cenas são mal entendidas|PT0695
0|731073429311500000|sharkinho| @omalestafeito Não é isso que questiono, João. É a estatística, demolidora para as hipóteses dele. E precisam congregar votos anti-Trump.|PT0089
0|731089678175244000|gabieagle7| No dia da final da taça da liga, tenho teste português, que merda...|PT0723
0|731092708127821000|vaniaponte1| Que nojo de música! Não sei como conseguiram fazer tal desgraça|PT0841
0|731094188436168000|Joaogamanho| Nao me apetece estudar filosofia hoje|PT0907
0|731081522728587000|DJuninho312| Estou com uma merda qualquer nas costelas que não me está a deixar respirar bem|PT0408
0|731083524858626000|belaacordada3| Ainda falta tanto para as 4|PT0486
0|731095487131090000|PietroSchweigh1| Doido para sair desse inferno|PT0956
0|731105613569269000|RitaaAfonso| Eu não estou a aguentar isto, eu preciso de saber se o Duncan ou Ginobili se vai embora|PT1465
0|731081322584809000|joanagraa16| tudo me irrita.|PT0400
0|731099857247711000|DyMagalhaes| Eras o meu ponto seguro????????|PT1134
0|731078390917267000|uma_rapariga| Vou ter geografia socorro|PT0288
0|731076979521376000|neuzafiliipa| Sou mesmo otaria, lol|PT0240
0|731104694265860000|Rm7Moreira| Isto de toda a gente me falar dela é bue fdd|PT1417
0|731105975470526000|_cf16| Que palhaçada meu deus https://t.co/0eTW3XOXO3|PT1483
0|731082374382010000|agrbazacrl| Estou morta de sono ??|PT0445
0|731107421209366000|wtvfrancisca| Nao consegui almocar. Tou cheia de dores de barriga e cabeca|PT1552
0|731076123359088000|MatosTacos| Mais um dia de merda|PT0190
0|731098579763335000|riii_gomes| ando sem paciência|PT1077
0|731071527551156000|sweetabortion| Fuck off fode o juízo noutro n me chateies com essa merda n tou bem disposto|PT0007
0|731116276949614000|joanangelicacs| cada notícia de merda|PT1987
0|731103664522338000|MartimvanZeller| Sinto me perdido num labirinto a saída|PT1360
0|731098846969905000|pipinhantunes| assustei me tanto ????|PT1089
0|731076360685424000|likeanangel00| Eu juro que tentei ser tua amiga mas já vi que não vale a pena|PT0202
0|731079493868212000|tasabrincarouq| Que dor de garganta|PT0318
0|731086780003422000|maguedes00| 99anos a celebrar #Fátima um dos maiores embustes de sempre, gerador de milhões. Uma empresa de sucesso no horror da manipulação da fé.|PT0607
0|731071908888858000|maria_beatriz97| Estou tão cansada, tudo me mata a cabeça|PT0029
0|731095417950228000|HowToBeDiva| Odeio quando as pessoas criticam todas as outras mas têm atitudes similares ou piores ainda|PT0952
0|731115304680599000|DuarteMarques| Muito preocupante @cmjornal: Órgãos do PAIGC vão reunir-se depois de PR da Guiné-Bissau ter derrubado o Governo https://t.co/Ow9B4iZABU”|PT1958
0|731091756117327000|_bernardo1299| @DJuninho312 este MEET foi fraco|PT0800
